Г 207 Уфимский ДОК - ТРЦ Планета;>;ул. Энтузиастов, ул. Сипайловская, ул. Маршала Жукова, ул. Сельская Богородская, ул. Ферина, бульвар Баландина, бульвар Тухвата Янаби, бульвар Баландина, ул. Георгия Мушникова, ул. Транспортная, ул. Фронтовых Бригад
Г 209 ОК Сипайловский - АБЗ;<;ул. Свободы, ул. Вологодская, ул. Кольцевая, ул. Машиностроителей, ул. Первомайская, ул. Александра Невского, Уфимское ш., Уфимское шоссе, ул. Трамвайная, Уфимское шоссе, ул. Чудская, ул. Сипайловская, ул. Баязита Бикбая, ул. Юрия Гагарина
Г 209 ОК Сипайловский - АБЗ;>;ул. Юрия Гагарина, ул. Маршала Жукова, ул. Академика Королёва, ул. Юрия Гагарина, ул. Баязита Бикбая, ул. Сипайловская, ул. Чудская, Уфимское шоссе, ул. Трамвайная, Уфимское шоссе, Уфимское ш., ул. Александра Невского, ул. Первомайская, ул. Машиностроителей, ул. Кольцевая, ул. Вологодская, ул. Свободы
Г 217 Северный автовокзал - п. Максимовка;<;ул. Александра Спивака, ул. Сосновская, ул. Перспективная, ул. Интернациональная, Интернациональная ул., ул. Машиностроителей, ул. Первомайская, ул. Ульяновых, Автодорога Р240 Уфа – Оренбург, ул. Кольцевая, ул. Конституции, ул. Комарова, ул. Кемеровская, Кемеровская ул.
Г 217 Северный автовокзал - п. Максимовка;>;ул. Кемеровская, ул. Комарова, ул. Космонавтов, ул. Первомайская, ул. Машиностроителей, ул. Орджоникидзе, ул. Вологодская, Вологодская ул., ул. Перспективная, ул. Сосновская, ул. Александра Спивака
Г 218 Микрорайон Дема (Ул. Гилева) - Дема-2;<;подъезд к Дёме-2, Дёмское шоссе, ул. Правды, ул. Ухтомского, Ухтомского ул., ул. Левитана, Левитана ул., Новороссийская ул., ул. Левитана, Якуба Коласа ул., Майкопская ул., ул. Майкопская, ул. Кандринская, ул. Якуба Коласа, ул. Башкирской Кавдивизии, ул. Баланово, ул. Гилёва
Г 218 Микрорайон Дема (Ул. Гилева) - Дема-2;>;ул. Гилёва, ул. Баланово, ул. Башкирской Кавдивизии, ул. Якуба Коласа, ул. Кандринская, ул. Майкопская, Майкопская ул., Якуба Коласа ул., ул. Левитана, Новороссийская ул., Левитана ул., ул. Левитана, Левитана ул., Таллинская ул., ул. Правды, Дёмское шоссе, подъезд к Дёме-2
Г 220 Профилакторий «Радуга» - Южный автовокзал;<;ул. Рихарда Зорге, ул. Города Галле, ул. Комсомольская, ул. 8 Марта, ул. Айская, ул. Кирова, ул. Минигали Габайдуллина, ул. Менделеева, ул. Степана Кувыкина, ул. Батырская, Батырская ул., Подъезд к Санаторию Радуга
Г 220 Профилакторий «Радуга» - Южный автовокзал;>;Подъезд к Санаторию Радуга, Батырская ул., ул. Батырская, ул. Степана Кувыкина, ул. Бакалинская, ул. Менделеева, ул. Минигали Габайдуллина, ул. Кирова, ул. Айская, ул. 8 Марта, ул. Комсомольская, ул. Города Галле, ул. Рихарда Зорге
Г 222 Оздоровительный комплекс  «Сипайловский» - Больница №18;<;ул. Блюхера, ул. Рихарда Зорге, ул. Научная, пр. Октября, ул. Шафиева, ул. Комсомольская, ул. Российская, Уфимское ш., Уфимское шоссе, ул. Чудская, ул. Сипайловская, ул. Баязита Бикбая, ул. Юрия Гагарина
