LINENAME;DIRECTIONCODE;TIMEPROFILENAME;INDEX;POSTRUNTIME;POSTLENGTH;ACCUMRUNTIME;STOPTIME;LINEROUTEITEM\STOPPOINT\NAME
М 7(г) Уфимский ДОК - ТЭЦ-1;<;B;42;15;0.102611651;1944;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;<;B;43;7;0.051884364;1959;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;<;B;44;50;0.346981815;1966;20;Ул. Кольцова
М 7(г) Уфимский ДОК - ТЭЦ-1;<;B;45;48;0.339594044;2036;20;Бульвар Баландина
М 7(г) Уфимский ДОК - ТЭЦ-1;<;B;46;41;0.283820623;2104;20;Гимназия №121
М 7(г) Уфимский ДОК - ТЭЦ-1;<;B;47;69;0.485871962;2165;20;Ул. Мушникова
М 7(г) Уфимский ДОК - ТЭЦ-1;<;B;48;21;0.144394357;2254;20;Ул. Транспортная
М 7(г) Уфимский ДОК - ТЭЦ-1;<;B;49;49;0.33907812;2295;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;<;B;50;5;0.032401904;2344;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;<;B;51;0;0;2349;0;Уфимский ДОК
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;1;5;0.032401904;0;0;Уфимский ДОК
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;2;49;0.33907812;5;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;3;11;0.07750348;54;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;4;74;0.516387148;65;20;Ул. Транспортная
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;5;42;0.291931764;159;20;Ул. Мушникова
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;6;47;0.330245844;221;20;Гимназия №121
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;7;49;0.342608102;288;20;Бульвар Баландина
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;8;13;0.093870826;357;20;Ул. Кольцова
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;9;15;0.102611651;390;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;10;6;0.043520615;405;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;11;60;0.411003065;411;20;Ул. Тухвата Янаби
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;12;43;0.299379136;491;20;АЗС №114
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;13;12;0.083165092;554;20;Ул. Сельская Богородская
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;14;43;0.29781748;586;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;15;12;0.085380497;629;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;16;35;0.244069956;641;20;Заводоуправление Уфимского моторостроительного производственного объединения (Заводоуправление УМПО)
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;17;27;0.185751096;696;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;18;117;0.807228429;723;20;Филиал московского государственного открытого педагогического университета им. Шолохова ( Университет им. Шолохова)
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;19;70;0.489693136;860;20;Отдел кадров Уфимского моторостроительного производственного объединения (Отдел кадров УМПО)
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;20;6;0.039986205;950;20;Стадион им. Гастелло
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;21;24;0.169466618;976;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;22;69;0.477656254;1000;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;23;53;0.367951901;1069;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;24;19;0.133497792;1122;20;Детская поликлиника №4
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;25;26;0.178422454;1161;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;26;55;0.386157862;1187;20;Школа №75
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;27;34;0.240384097;1262;20;Ул. Кольцевая
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;28;33;0.230402344;1316;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;29;45;0.311242191;1349;20;Ул. Богдана Хмельницкого
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;30;21;0.149296927;1414;20;Ул. Б. Глебского
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;31;0;0.001042118;1455;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;32;44;0.308291807;1455;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;33;38;0.260589115;1499;20;Ул. Коммунаров
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;34;13;0.091536739;1557;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;35;89;0.624245197;1570;20;Ул. Ивана Франко
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;36;10;0.067833687;1679;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;37;81;0.562995573;1689;20;Ул. Александра Невского
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;38;18;0.124950462;1790;20;Детский дом №9
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;39;29;0.198;1828;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;40;18;0.124054045;1857;20;Республиканский Башкирско-Турецкий лицей
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;41;43;0.301624397;1895;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;42;59;0.410068489;1938;20;Колхозный рынок
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;43;13;0.092165558;2017;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;44;18;0.124517784;2030;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;45;7;0.048061794;2048;20;Орджоникидзевское РУВД
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;46;92;0.645364351;2075;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;47;78;0.550846546;2167;20;Ул. Войкова
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;48;18;0.126470899;2265;20;"Станция ""Бензин"""
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;49;31;0.220039645;2303;0;
М 7(г) Уфимский ДОК - ТЭЦ-1;>;B;50;0;0;2334;0;Теплоэнергоцентраль-1 (ТЭЦ-1)
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;1;86;0.57546239;0;0;Северный автовокзал
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;2;31;0.207080956;86;20;Ул. Кемеровская
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;3;55;0.366965407;137;20;"Стадион ""Нефтяник"""
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;4;89;0.593261904;212;20;Парк Победы
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;5;56;0.372283285;321;20;Уфимский государственный нефтяной технический университет
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;6;52;0.344793376;397;20;Ул. Космонавтов
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;7;39;0.260689449;469;20;Площадь им. Серго Орджоникидзе
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;8;36;0.234951541;528;20;Уфимский топливно-энергетический колледж
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;9;82;0.549367146;584;20;Детская библиотека
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;10;59;0.392041911;686;20;"Кинотеатр ""Победа"""
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;11;40;0.265782736;765;20;Городской культурно-досуговый центр
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;12;75;0.501027023;825;20;"Универмаг ""Первомайский"""
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;13;65;0.434280146;920;20;Ул. Свободы
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;14;95;0.630980873;1005;20;Ул. Кремлевская
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;15;79;0.522621699;1120;20;Дворец культуры Уфимского моторостроительного производственного объединения (ДК УМПО)
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;16;44;0.295167896;1219;20;Администрация Калининского района
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;17;103;0.683483596;1283;20;Ул. Суворова
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;18;159;1.055060978;1406;20;Детская поликлиника №4
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;19;74;0.489693136;1585;20;Стадион им. Гастелло
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;20;117;0.781630719;1679;20;Отдел кадров Уфимского моторостроительного производственного объединения (Отдел кадров УМПО)
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;21;66;0.438658154;1816;20;Филиал московского государственного открытого педагогического университета им. Шолохова (Университет им. Шолохова)
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;22;23;0.153259408;1902;20;Ул. Глинки
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;23;42;0.279923348;1945;20;Ул. Ферина
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;24;49;0.327617782;2007;20;Богородско-Уфимский храм
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;25;58;0.384674648;2076;20;Бульвар Баландина
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;26;73;0.486394453;2154;20;Школа №68
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;<;B;27;0;0;2247;0;Уфимский ДОК
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;1;64;0.424368636;0;0;Уфимский ДОК
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;2;58;0.38576626;64;20;Школа №68
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;3;47;0.315449158;142;20;Бульвар Баландина
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;4;44;0.294124689;209;20;Богородско-Уфимский храм
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;5;90;0.59674524;273;20;Ул. Ферина
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;6;127;0.845384898;383;20;Филиал московского государственного открытого педагогического университета им. Шолохова ( Университет им. Шолохова)
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;7;85;0.56209451;530;20;Отдел кадров Уфимского моторостроительного производственного объединения (Отдел кадров УМПО)
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;8;217;1.440913166;635;20;Стадион им. Гастелло
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;9;84;0.562188089;872;20;Ул. Суворова
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;10;82;0.538707535;976;20;Администрация Калининского района
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;11;66;0.442709835;1078;20;Дворец культуры Уфимского моторостроительного производственного объединения (ДК УМПО)
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;12;60;0.395928776;1164;20;Ул. Кремлевская
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;13;84;0.561967514;1244;20;Ул. Свободы
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;14;45;0.304500816;1348;20;"Универмаг ""Первомайский"""
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;15;59;0.390527604;1413;20;Городской культурно-досуговый центр
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;16;82;0.545933683;1492;20;"Кинотеатр ""Победа"""
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;17;25;0.164706036;1594;20;Детская библиотека
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;18;37;0.243336798;1639;20;Уфимский топливно-энергетический колледж
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;19;59;0.390362038;1696;20;Площадь им. Серго Орджоникидзе
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;20;80;0.533848797;1775;20;Ул. Конституции
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;21;79;0.52370697;1875;20;Ул. Кемеровская
М 8(г) Уфимский ДОК - стадион Нефтяник - Северный автовокзал;>;B;22;0;0;1974;0;Северный автовокзал
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;1;56;0.388308224;0;0;Больница №21
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;2;14;0.095352606;56;20;Молодежный бульвар
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;3;67;0.463731467;90;20;Молодежный бульвар
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;4;16;0.111015498;177;20;Лесопарковая
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;5;20;0.135942962;213;20;Лесопарковая
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;6;0;0.000306983;253;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;7;6;0.041656525;253;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;8;66;0.455985601;259;20;Ул. 50-летия СССР
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;9;56;0.390079977;345;20;"Театр ""Нур"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;10;64;0.442903478;421;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;11;38;0.263407048;485;20;Ул. Ростовская
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;12;27;0.190691164;543;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;13;11;0.073418685;570;20;Спортивная
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;14;89;0.74191821;601;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;15;61;0.507181816;690;20;"Универмаг ""Уфа"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;16;5;0.038175981;771;20;Ул. им. города Галле
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;17;43;0.353906227;796;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;18;28;0.230275946;839;20;"Фирма ""Мир"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;19;51;0.425530463;887;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;20;14;0.118784618;938;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;21;94;0.78481988;952;20;Башкирский государственный аграрный университет
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;22;42;0.352429426;1066;20;Дом печати
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;23;48;0.3979118;1128;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;24;6;0.05312391;1176;20;"Торговый комплекс ""Центральный"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;25;6;0.049485479;1202;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;26;32;0.268507693;1208;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;27;57;0.397726953;1240;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;28;35;0.287592661;1297;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;29;17;0.121001845;1332;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;30;19;0.158900152;1349;20;"Гостиница ""Башкортостан"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;31;34;0.28481666;1388;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;32;14;0.119519405;1422;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;33;9;0.07594632;1436;20;Гостиный двор
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;34;36;0.297230681;1465;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;35;14;0.11671577;1501;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;36;27;0.222203312;1515;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;37;9;0.076341192;1542;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;38;26;0.212148238;1551;20;Национальный музей Республики Башкортостан (Национальный музей РБ)
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;39;26;0.219572458;1597;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;40;61;0.508535638;1623;20;Ул. Новомостовая
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;41;160;1.336422017;1704;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;42;35;0.291841137;1864;20;Ул. Школьная
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;43;100;0.697475333;1919;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;44;229;1.588999935;2019;20;"Мечеть ""За-фа-за-ихcан"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;45;122;0.849790437;2268;20;"Кафе ""Золотая рыбка"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;46;168;1.16331632;2410;20;Лесничество
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;47;125;0.870964882;2598;20;"Сад ""Здоровье"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;48;28;0.197568111;2743;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;49;221;1.533241262;2771;20;Имени майора Зимина
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;50;161;1.12;3012;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;51;18;0.123183998;3173;20;Железнодорожная станция Дема
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;52;95;0.66304952;3211;20;Железнодорожная станция Дема
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;53;5;0.03753397;3326;20;Ул. Новороссийская
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;54;77;0.537905194;3351;20;Ул. Новороссийская
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;55;63;0.487783679;3448;20;Музей 112 Башкирской кавалерийской дивизии
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;56;4;0.032367223;3531;20;Ул. Островского
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;57;53;0.437964653;3555;20;Ул. Островского
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;58;23;0.167133642;3628;20;Южный рынок
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;59;46;0.317643408;3671;20;Южный рынок
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;60;11;0.077792139;3737;20;Ул. Магистральная
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;61;5;0.034575065;3768;20;Ул. Магистральная
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;62;45;0.313270673;3793;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;63;47;0.325189774;3838;20;Ул. Минская
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;64;101;0.698617406;3905;20;Сады
М 9(г) НПО Иммунопрепарат - Лесопарковая;<;B;65;0;0;4026;0;"НПО ""Иммунопрепарат"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;1;101;0.698617406;0;0;"НПО ""Иммунопрепарат"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;2;41;0.283741148;101;20;Сады
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;3;51;0.354719299;162;20;Ул. Минская
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;4;5;0.034575065;233;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;5;11;0.077792139;238;20;Ул. Магистральная
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;6;46;0.317643408;269;20;Ул. Магистральная
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;7;23;0.167133642;335;20;Южный рынок
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;8;53;0.437964653;378;20;Южный рынок
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;9;4;0.032367223;451;20;Ул. Островского
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;10;63;0.487783679;475;20;Ул. Островского
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;11;77;0.537905194;558;20;Музей 112 Башкирской кавалерийской дивизии
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;12;5;0.03753397;655;20;Ул. Новороссийская
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;13;95;0.66304952;680;20;Ул. Новороссийская
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;14;18;0.123183998;795;20;Железнодорожная станция Дема
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;15;161;1.12;833;20;Железнодорожная станция Дема
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;16;213;1.48012527;1014;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;17;36;0.250684102;1227;20;Имени майора Зимина
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;18;111;0.772321467;1283;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;19;174;1.207014165;1394;20;"Сад ""Здоровье"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;20;122;0.845850449;1588;20;Лесничество
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;21;231;1.608098417;1730;20;"Кафе ""Золотая рыбка"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;22;106;0.737262409;1981;20;"Мечеть ""За-фа-за-ихсан"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;23;15;0.128230856;2107;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;24;180;1.500032298;2122;20;Ул. Школьная
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;25;34;0.283623876;2322;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;26;53;0.444484219;2356;20;Ул. Новомостовая
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;27;22;0.180852608;2429;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;28;13;0.107636822;2451;20;Национальный музей Республики Башкортостан (Национальный музей РБ)
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;29;27;0.222203312;2484;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;30;14;0.11671577;2511;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;31;30;0.251354177;2525;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;32;6;0.045876504;2555;20;Гостиный двор
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;33;23;0.195465725;2581;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;34;34;0.28481666;2604;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;35;15;0.125760995;2638;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;36;19;0.154141002;2653;20;"Гостиница ""Башкортостан"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;37;35;0.287592661;2692;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;38;95;0.397726953;2727;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;39;26;0.216530733;2822;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;40;6;0.051976961;2848;20;"Торговый комплекс ""Центральный"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;41;6;0.049485479;2874;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;42;54;0.45103571;2880;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;43;20;0.167835359;2934;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;44;102;0.851631839;2954;20;Дом печати
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;45;28;0.236566725;3076;20;Башкирский государственный аграрный университет
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;46;34;0.287329125;3124;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;47;17;0.138201339;3158;20;"Фирма ""Мир"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;48;62;0.51284814;3195;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;49;9;0.071334033;3257;20;Ул. им. города Галле
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;50;62;0.514016823;3286;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;51;84;0.695442958;3348;20;"Универмаг ""Уфа"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;52;9;0.077816226;3452;20;Спортивная
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;53;38;0.264109849;3481;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;54;27;0.18589149;3519;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;55;75;0.520419035;3546;20;Ул. Ростовская
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;56;51;0.353661596;3641;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;57;55;0.383418382;3692;20;"Театр ""Нур"""
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;58;22;0.150642126;3767;20;Ул. 50-летия СССР
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;59;0;0.000306983;3809;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;60;36;0.24695846;3809;0;
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;61;67;0.463731467;3845;20;Лесопарковая
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;62;14;0.095352606;3932;20;Молодежный бульвар
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;63;56;0.388308224;3966;20;Молодежный бульвар
М 9(г) НПО Иммунопрепарат - Лесопарковая;>;B;64;0;0;4042;0;Больница №21
М10(г) Кадетский корпус - ТК Центральный;<;B;1;102;0.679819613;0;0;Ул. Летчиков
М10(г) Кадетский корпус - ТК Центральный;<;B;2;48;0.31928971;102;20;Михайловский поворот
М10(г) Кадетский корпус - ТК Центральный;<;B;3;61;0.403298854;170;20;Ул. Шмидта
М10(г) Кадетский корпус - ТК Центральный;<;B;4;42;0.284816721;251;20;"Рынок ""Зареченский"""
М10(г) Кадетский корпус - ТК Центральный;<;B;5;74;0.4950207;313;20;Школа №46
М10(г) Кадетский корпус - ТК Центральный;<;B;6;41;0.26852047;407;20;Речное училище
М10(г) Кадетский корпус - ТК Центральный;<;B;7;48;0.321766776;468;20;Ул. Пожарского
М10(г) Кадетский корпус - ТК Центральный;<;B;8;277;1.853582523;536;20;Ул. Ахметова
М10(г) Кадетский корпус - ТК Центральный;<;B;9;232;1.545631857;833;20;"Гаражный кооператив ""Камышлинский"""
М10(г) Кадетский корпус - ТК Центральный;<;B;10;61;0.400332278;1085;20;"Сады ""Радуга"""
М10(г) Кадетский корпус - ТК Центральный;<;B;11;137;0.910248479;1166;20;"Рынок ""Народный"""
